pf_n;pf_p;s_n;s_p;m_n;m_p
0.775;0.0409;-460;776;0.879;93.8
2.83;1.32;-346;668;0.12;0.257
0.123;0.411;-779;663;4740;4.39
0.13;0.445;-787;679;49;4.37
0.0778;0.113;-742;669;97.3;1410
0.117;0.389;-810;698;16.6;5.06
0.13;0.0544;-627;668;12;1180
0.11;0.0573;-659;678;11.7;895
0.739;0.115;-573;679;65.6;105
0.021;0.00724;-720;768;81.7;316
0.112;0.141;-748;713;214;441
0.805;0.167;-717;805;169;23.4
0.153;0.283;-765;677;23.8;11.8
0.841;0.0212;-429;778;0.627;142
0.959;0.0398;-398;786;0.466;12.7
0.915;0.0161;-398;776;0.488;90.4
0.712;0.0578;-564;788;1.34;37.7
0.914;0.157;-395;608;0.485;8.98
0.998;0.0458;-366;797;0.379;12.6
0.885;0.129;-407;656;0.528;4.85
0.947;0.0564;-378;771;0.426;7.68
0.213;0.154;-782;708;40100;47700
0.887;0.292;-401;657;0.513;3820
0.831;0.529;-436;514;0.651;1.84
0.876;0.163;-403;660;0.522;54.8
0.892;0.00974;-411;726;0.536;413
1.21;0.168;-313;688;0.24;3.26
1;0.0543;-331;720;0.308;7.07
1.07;0.0872;-301;688;0.238;3.62
0.64;0.132;-468;658;1.2;8.48
0.847;0.0216;-417;780;0.579;36.7
0.721;0.018;-474;740;1;617
0.729;0.00914;-464;788;0.851;76.5
0.928;0.0215;-396;863;0.476;25.4
0.176;0.267;-752;725;9.05;5.96
0.182;0.294;-783;794;24.8;9.65
1.29;0.374;-472;675;1.07;2.03
0.929;0.032;-428;722;0.573;66
0.853;0.0654;-413;715;0.566;4790
0.978;0.2;-454;553;0.605;3.09
0.0506;0.188;-749;710;58;9.21
0.831;0.0411;-436;713;0.648;53.1
0.935;0.043;-410;782;0.508;17.8
0.747;0.613;-608;695;2.25;25.9
0.927;0.0889;-404;789;0.495;178
0.674;0.313;-654;622;1.97;4.41
0.289;0.11;-689;693;6.18;14.4
0.563;0.443;-657;685;38.2;5.43
0.672;0.0289;-426;820;0.76;17.7
0.971;0.0579;-361;815;0.381;11.1
0.559;0.0918;-534;769;1.81;11.7
0.903;0.000253;-410;772;0.525;16300
0.0393;0.0333;-785;773;44.2;52.1
0.621;0.0647;-366;664;0.607;5.82
0.832;0.13;-560;708;93.8;27.9
0.103;0.027;-733;811;15.2;58.2
0.026;0.00516;-723;732;1070;495
0.0242;0.0233;-653;730;169;1430
0.491;0.0783;-547;673;7.62;50.4
0.594;0.0963;-535;728;1.5;8.79
0.0905;0.141;-702;713;43.4;87.2
0.879;0.0761;-421;835;0.571;132
0.688;0.0911;-486;735;1;7.61
0.702;0.0387;-485;831;0.96;20.6
0.822;0.0965;-492;850;1.1;11.4
0.78;0.352;-457;581;0.76;3.77
0.213;0.0814;-799;832;66.7;24.3
1.18;0.137;-681;816;1.36;9.58
0.979;0.0499;-380;733;0.417;11.3
0.393;0.124;-613;774;2.99;11.7
0.101;0.249;-709;631;17.1;10.4
0.0855;0.721;-711;661;18.3;2.21
0.104;0.128;-713;679;351;48.2
0.0451;0.116;-739;702;101;41.2
0.121;0.707;-747;651;316;27.4
0.9;0.0135;-411;767;0.528;65.9
1.03;0.046;-361;754;0.357;7.97
0.973;0.673;-558;608;1.32;1.8
0.885;0.0051;-419;765;0.559;325
0.13;0.119;-777;785;39.4;24
0.816;0.0474;-440;714;0.673;13.4
1.06;0.0198;-535;852;1;42.6
1.1;0.12;-679;822;1.76;11.4
0.974;0.0672;-416;713;0.524;43.6
1.02;0.0216;-361;761;0.362;18.4
0.845;0.101;-424;712;0.605;7.65
0.28;0.318;-567;596;3.31;69.6
0.945;0.237;-458;629;0.775;3.27
0.0827;0.533;-700;594;328;66
0.0993;0.589;-723;602;366;77.2
0.089;0.539;-712;602;278;134
0.1;0.557;-713;616;424;50.7
0.0779;0.549;-700;615;338;57.9
0.0779;0.522;-702;633;270;102
0.802;0.0423;-388;735;0.528;81.8
0.00163;0.012;-806;840;1250;157
0.251;0.309;-732;733;7.46;32
0.906;0.023;-402;804;0.503;24.8
0.957;0.0495;-414;738;0.512;118
0.851;0.162;-423;612;0.593;3.11
0.841;0.0386;-423;779;0.601;17.3
0.637;0.123;-354;659;0.557;41.9
0.708;0.192;-540;645;8.7;82.8
0.891;0.125;-489;699;1.32;7.46
0.347;0.224;-592;733;10;7.09
0.385;0.104;-673;754;6.12;16.5
0.0102;0.0461;-840;840;397;90.5
0.878;0.0654;-409;708;0.538;21
0.269;0.0672;-489;593;44.7;16.8
0.551;0.161;-575;741;11.2;66.4
0.612;0.452;-289;294;39;37.4
1.01;0.0344;-390;758;0.458;17.4
0.0618;0.0229;-642;655;311;754
0.878;0.012;-394;818;0.498;37.6
0.948;0.0715;-420;739;0.737;9.55
0.809;0.37;-439;621;0.672;1.47
0.184;0.0656;-743;797;23.2;135
0.906;0.00391;-414;807;0.536;282
0.197;0.303;-713;640;13.6;6.92
1;0.0713;-357;743;0.359;48.4
1.09;0.0316;-357;690;0.336;25.3
0.977;0.0524;-370;806;0.399;50.3
0.717;0.0129;-491;788;1.16;63.5
0.809;0.221;-425;599;0.63;2.72
0.104;0.195;-774;778;16.5;8.85
0.0883;0.206;-807;768;21.8;8.93
0.872;0.196;-417;641;0.561;14.6
0.866;0.023;-393;715;0.501;19
0.912;0.0143;-395;775;0.481;39.6
0.895;0.0223;-408;759;0.53;25.8
0.776;0.00899;-415;646;0.628;54.5
0.347;0.085;-537;734;2.88;9.74
0.794;1.17;-671;603;7.01;3.7
0.665;0.511;-508;609;1.29;10.1
0.61;0.607;-553;625;3.31;5.21
0.75;0.432;-566;627;1.23;41.7
0.977;0.42;-305;471;0.27;1.02
1.27;0.519;-634;698;0.935;3.24
0.871;0.197;-565;708;2.26;7.67
0.968;0.314;-536;621;2.54;10.9
1.06;0.0299;-412;737;0.46;33.3
0.854;0.0488;-425;764;0.595;167
1.01;0.273;-527;677;0.822;14.2
0.376;0.079;-618;872;3.27;24.4
0.644;0.0434;-373;673;0.611;44.9
0.246;0.33;-759;645;10.2;5.38
0.29;0.328;-726;656;77.6;5.22
0.867;0.023;-414;732;0.56;39.1
0.287;0.359;-735;682;6.48;6.17
0.225;0.192;-774;790;7.64;8.87
0.185;0.221;-770;727;10.5;10.7
0.868;0.0167;-435;765;0.623;40.2
0.907;0.139;-409;725;0.52;86.9
0.0437;0.229;-711;666;40.1;7.59
0.0592;0.329;-656;682;22.5;264
0.0273;0.308;-699;627;58.6;6.4
0.989;0.00427;-394;838;0.442;102
0.938;0.0327;-413;776;0.511;14.7
0.891;0.00667;-393;867;0.488;65.2
0.887;0.0328;-399;768;0.505;13.7
0.941;0.000574;-412;805;0.508;1010
0.774;0.000535;-424;692;0.661;1120
1.02;0.0266;-424;665;0.501;146
0.89;0.0297;-401;778;0.509;25
0.892;0.0326;-410;841;0.532;31.9
0.914;0.0207;-404;783;0.504;22.3
0.895;0.0253;-409;745;0.527;21.6
0.796;0.00702;-438;758;0.679;77.6
1.03;0.0585;-348;785;0.331;42.8
0.355;0.616;-712;642;7.56;41.7
0.908;0.0239;-402;812;0.509;20.7
0.893;0.0447;-402;816;0.511;16.1
0.863;0.0347;-419;911;0.574;91.7
0.898;0.0277;-403;873;0.513;28.4
0.993;0.0175;-390;827;0.513;30.1
1.13;0.191;-344;576;0.296;3.95
0.899;0.0122;-389;800;0.475;35.1
0.356;0.114;-604;656;4;9.76
0.832;0.0131;-411;794;0.577;42.9
0.919;0.143;-389;628;0.465;4.45
0.854;0.0362;-424;772;0.596;24
1.02;0.0203;-356;810;0.353;48.7
0.00271;0.0912;-788;811;1230;21.8
0.752;0.106;-479;759;1.05;26.6
0.0905;0.0263;-767;810;28.8;144
0.0218;0.0207;-745;797;103;141
0.897;0.0189;-412;810;0.535;266
0.13;0.436;-784;714;14.4;39.2
0.887;0.0347;-406;772;0.525;44.4
0.849;0.0093;-413;807;0.566;106
0.959;0.175;-377;606;0.418;3.48
0.466;0.227;-616;642;3.07;30.8
1.06;0.0203;-366;831;0.357;18.7
0.994;0.218;-351;615;0.349;1.68
0.65;0.523;-760;777;12.3;3.9
0.359;0.299;-676;685;7.29;6.41
0.85;0.0692;-426;748;0.603;15.3
0.842;0.0239;-429;819;0.623;22.8
0.0979;0.754;-704;542;19.2;36.9
0.05;0.158;-795;940;1820;211000
0.819;0.0864;-442;756;0.697;23
0.16;2.51;-851;681;12.9;216
0.865;0.0242;-420;730;0.575;29.6
0.887;0.142;-401;631;0.514;4.71
0.719;0.183;-404;620;0.64;3.84
1.22;0.358;-315;574;0.303;18.3
1.04;0.0151;-372;806;0.376;67.2
0.886;0.034;-405;743;0.521;56.4
1.03;0.00983;-389;822;0.415;47.6
0.808;0.00457;-434;747;0.657;191
0.81;0.0232;-433;712;0.657;29.6
0.414;0.415;-653;616;3.76;13.4
0.8;0.000651;-437;682;0.671;865
0.163;0.146;-686;749;8.89;6670
0.883;0.064;-407;781;0.53;8.71
0.268;0.0673;-653;763;5.02;18.3
0.192;0.338;-629;617;698;7.26
0.619;0.0753;-325;702;0.489;58.4
0.708;0.0074;-295;759;0.347;42.6
1.07;0.0099;-359;806;0.338;52.8
0.91;0.0202;-381;784;0.449;25.2
0.412;0.00157;-551;701;2.22;1450
0.802;0.033;-436;756;0.668;127
0.236;0.996;-691;609;18.3;1.74
1.03;0.044;-366;829;0.366;14.9
1.04;0.276;-330;554;0.296;2.22
1.2;0.564;-338;449;0.273;1.11
0.91;0.0769;-414;793;0.531;6.45
0.232;0.207;-694;768;11;17.1
0.0821;0.252;-794;739;28.9;31.1
0.114;0.59;-731;596;47.4;77.6
0.146;0.435;-634;647;9.8;90.3
0.101;0.536;-701;566;32.5;94.3
0.102;0.632;-773;624;171;116
0.574;0.0877;-598;778;132;114
0.443;0.000252;-533;713;1.87;5280
0.89;0.0677;-402;633;0.512;7.46
0.359;0.0963;-657;755;7.7;18.2
0.885;0.0438;-412;758;0.541;24.4
0.903;0.0331;-405;805;0.513;86.5
0.898;0.039;-405;752;0.517;24.2
0.0276;0.147;-767;732;643;12800
0.923;0.00844;-342;824;0.357;39.1
0.714;0.0161;-464;741;0.941;5920
0.201;0.0752;-676;755;7.36;17.2
0.231;0.209;-703;773;24.4;43.6
0.0295;0.299;-701;656;47.9;12.5
0.892;0.0908;-412;747;0.546;9.89
0.00238;0.00693;-668;673;1140;1040
0.867;0.02;-407;788;0.54;26.1
0.85;0.1;-416;750;0.573;4.87
0.894;0.00127;-405;688;0.517;801
0.912;0.0221;-414;757;0.529;34.9
0.8;0.205;-445;599;0.699;2.73
1.04;0.0363;-361;798;0.352;14.7
0.0557;0.0281;-751;802;28.5;56.5
0.386;0.111;-749;727;30.1;21.5
0.0462;0.0135;-763;835;35.5;121
0.614;0.444;-684;702;2.59;2.99
0.873;0.00995;-417;883;0.562;49.3
1.1;0.0598;-335;707;0.288;6.24
0.744;0.0193;-458;790;0.796;30.7
0.991;0.0382;-347;752;0.342;36.6
0.812;0.0257;-441;722;0.685;44.6
0.829;0.0386;-434;800;0.648;33.1
0.0204;0.106;-752;736;881;160
0.231;0.0314;-704;778;6.04;44.5
0.893;0.00503;-374;823;0.441;78.2
1.04;0.0707;-335;704;0.303;7.11
1.09;0.22;-327;575;0.277;2.77
0.793;0.00148;-439;742;0.688;151000
0.93;0.27;-484;635;0.83;2.79
0.734;0.0339;-514;727;2.23;34.8
0.227;0.132;-767;806;12.8;28.6
0.578;0.179;-666;593;7.14;20.1
0.0302;0.166;-809;694;69.2;19.8
0.901;0.0152;-396;839;0.493;29.5
1.01;0.0134;-356;845;0.353;29.2
0.869;0.0267;-417;698;0.564;660
0.132;0.223;-661;685;9.48;6.8
0.979;0.0227;-347;763;0.347;24.4
0.881;0.0393;-409;814;0.538;13.2
0.941;0.0527;-392;794;0.46;8.47
0.639;0.394;-429;606;0.811;1.32
0.952;0.00448;-389;803;0.448;113
0.902;0.00376;-385;829;0.464;114
0.0667;0.246;-786;748;26.8;33.8
0.684;0.591;-503;583;1.07;2.57
1.07;0.207;-304;608;0.244;1.26
0.482;0.419;-771;725;5.21;4.42
1.12;0.285;-544;749;1.55;6.18
0.397;0.219;-632;700;33.2;7.17
1.04;0.0351;-381;795;0.402;19.5
1.04;0.0184;-380;806;0.394;36.1
0.00295;0.00499;-706;694;1740;377
0.94;0.0814;-392;716;0.465;41
1.28;0.301;-587;767;1.09;3.34
0.986;0.123;-366;788;0.382;3.85
0.971;0.0896;-409;673;0.486;7.31
0.988;0.0051;-393;780;0.447;108
1.02;0.506;-334;587;0.308;0.802
0.865;0.0109;-415;818;0.574;60.1
0.888;0.36;-522;706;1.66;35.8
0.846;0.0418;-428;810;0.612;33.8
1.07;0.314;-492;628;1.58;2.26
0.0891;0.213;-788;740;95.7;9.65
0.524;0.494;-759;734;4.59;3.29
1.03;0.398;-568;636;1.56;3.05
0.218;0.134;-757;786;7.79;17.4
0.845;0.0537;-415;765;0.575;35.7
0.853;0.00832;-425;796;0.598;81.6
0.911;0.023;-436;762;0.592;23.6
0.851;0.0225;-422;763;0.595;57.5
0.832;0.0457;-434;706;0.648;69.7
0.831;0.0523;-437;837;0.648;20.5
0.897;0.266;-420;597;0.586;3.35
0.501;1.68;-729;514;3.17;1.53
0.842;0.12;-432;701;0.629;40.1
0.896;0.368;-377;580;0.449;1.09
0.498;0.0716;-592;758;1.99;13.8
0.785;0.233;-597;684;2.53;6.37
0.716;0.127;-567;664;39.2;25.6
0.521;0.0137;-541;937;1.59;62.1
0.331;0.129;-798;823;5.42;13.9
0.971;0.184;-527;674;0.862;5.01
0.804;0.222;-607;713;1.88;73.7
0.221;0.219;-742;694;11.7;10.1
0.663;6.38E-05;-517;649;2.01;144000
0.674;0.524;-644;662;3.4;6.72
0.88;0.0646;-399;721;0.511;143
0.655;0.0958;-528;737;1.38;10.1
0.773;0.0255;-446;766;0.727;214
0.985;0.0319;-381;752;0.414;18.9
0.93;0.0141;-399;798;0.484;41.8
0.209;0.246;-667;760;6.15;5.09
0.292;0.118;-691;648;136;1510
0.887;0.0811;-387;667;0.496;8.41
0.000748;0.0141;-744;697;2300;329
0.88;0.0485;-372;688;0.456;141
0.854;0.0073;-426;875;0.6;112
0.913;0.0803;-409;742;0.522;7.76
0.811;0.0175;-441;764;0.679;53.5
0.93;0.0527;-404;784;0.495;23.5
0.682;0.0981;-617;709;1.65;113
0.85;0.0621;-423;713;0.601;163
0.911;0.291;-507;730;0.906;2.6
0.351;0.427;-782;675;5;5.86
1.02;0.0351;-385;714;0.408;14.8
0.728;0.0599;-564;774;4.5;19
0.926;0.0891;-379;753;0.441;5.75
0.00426;0.00493;-883;801;35800;520
0.983;0.123;-377;762;0.407;3.25
0.746;0.0984;-512;824;1.18;7.7
0.823;0.113;-434;687;0.646;5.15
0.856;0.0646;-430;805;0.609;14
0.199;0.0329;-644;742;7.68;113
0.43;0.132;-639;746;4.3;11.7
0.0035;0.0101;-790;772;585;190
0.07;0.0228;-685;755;183;63.5
0.607;0.184;-589;712;2.23;8.12
0.909;0.52;-600;591;1.36;2.47
0.94;0.176;-577;737;2.16;13.6
0.292;0.291;-681;685;9.47;10.2
0.242;0.245;-703;762;68.8;518
0.89;0.108;-478;792;0.728;102
0.923;0.061;-403;812;0.497;11.2
1.5;0.845;-538;596;0.577;1.9
0.879;0.0698;-419;830;0.562;7.07
0.0892;0.64;-707;642;21.1;10.9
0.909;0.024;-403;806;0.507;38.9
0.954;0.0832;-384;723;0.437;10.5
0.922;0.0188;-371;765;0.421;25.3
1.05;0.00625;-345;778;0.336;63.9
0.873;0.0763;-425;758;0.612;9.45
0.872;0.0635;-422;846;0.576;7.91
1.06;0.067;-368;725;0.36;7.64
1.02;0.0434;-362;837;0.364;11.1
0.963;0.0229;-398;795;0.463;57.2
0.517;0.327;-503;607;1.43;21.3
0.0263;2.06;-890;650;84.9;7.32
0.000497;0.0933;-765;767;8200;31.5
0.0135;0.373;-706;678;136;10.2
0.899;0.439;-528;684;82200;38.4
0.886;0.372;-516;625;2020;311
1.12;0.285;-316;601;0.274;1.11
1.06;0.114;-323;758;0.281;3.54
0.985;0.119;-365;667;0.383;4.09
0.402;0.0417;-678;804;242;41.1
0.115;0.13;-773;844;23.5;91.8
0.724;0.0864;-488;751;0.96;582
0.304;0.181;-695;733;27.1;37.2
0.91;0.0281;-406;851;0.511;93.9
0.871;0.032;-418;810;0.565;29.6
1.27;0.167;-565;685;15.9;42
0.803;0.102;-438;712;0.688;55.4
0.902;0.0213;-394;802;0.484;24.4
0.455;0.0283;-499;735;1.96;38.2
0.778;0.0302;-455;806;0.752;49.5
0.856;0.00391;-423;773;0.59;165
0.872;0.0247;-417;775;0.563;58
0.867;0.023;-419;799;0.576;51.3
0.318;0.269;-727;794;6.93;10.4
0.757;0.167;-474;734;1.12;26.2
0.844;0.0731;-433;826;0.625;7.71
0.186;0.319;-798;687;13.8;19.4
0.923;0.129;-395;780;0.478;206
0.942;0.139;-388;767;0.453;3.26
1.41;2.32;-542;465;3.65;2.7
1.01;0.303;-390;724;0.517;10.5
0.806;0.136;-411;636;0.597;4.67
1.09;0.167;-330;714;0.28;1.84
0.607;0.279;-687;778;75.5;39
0.727;0.251;-636;711;1.63;4.54
0.298;0.0358;-614;767;4.13;41.5
0.985;0.0284;-374;743;0.402;66.2
1.07;0.0958;-326;845;0.282;6.07
0.917;0.118;-401;657;0.499;10.7
1.56;0.708;-487;694;0.449;2.44
1.99;0.732;-422;661;0.261;1.96
0.874;0.438;-473;577;0.925;2.3
0.328;0.27;-670;760;6.6;5.57
0.899;0.234;-392;742;0.482;2.01
0.876;0.0607;-415;785;0.555;8.16
0.824;0.0385;-434;809;0.653;16.8
1.95;1.4;-424;545;0.26;0.361
1.05;0.35;-557;711;1.01;3
0.0867;0.579;-725;591;415;209
0.0848;0.541;-688;593;366;101
0.0753;0.565;-716;578;364;107
0.0913;0.634;-746;662;231;53.7
1.03;0.294;-347;646;0.329;1.15
0.0742;0.233;-759;723;24.9;16.8
0.901;0.034;-407;744;0.519;16.8
0.00773;0.719;-740;592;302;10.2
0.0946;0.526;-686;592;565;53.7
0.095;0.547;-699;554;658;122
0.104;0.57;-709;621;432;172
0.824;0.0657;-436;707;0.655;11.1
0.792;0.0587;-451;736;0.731;63.7
0.92;0.00288;-418;805;0.537;555
0.309;0.0238;-639;763;95.5;97
0.0316;0.465;-687;627;87.9;12.6
0.587;0.171;-512;474;10.8;30.2
0.0675;0.0548;-806;843;27.9;66.5
0.936;0.123;-390;651;0.467;3.63
1.11;0.251;-294;574;0.22;1.65
0.112;0.232;-790;738;21.8;45.4
0.136;0.35;-798;738;15.2;11.8
0.408;0.125;-683;741;8.84;10.5
0.985;0.163;-368;762;0.388;2.86
0.576;0.319;-610;651;1.86;9.73
0.888;0.134;-419;811;0.557;3.7
0.00727;0.0117;-778;770;1010;226
0.0443;0.735;-759;661;37.5;2.52
1.01;0.586;-449;494;0.636;1.1
0.889;0.0469;-408;792;0.528;14.8
0.028;0.0338;-757;738;62.6;128
0.204;0.114;-610;611;5.46;9.23
0.707;0.0484;-385;670;0.593;885
0.671;0.0819;-308;647;0.4;4.41
0.0521;0.042;-737;787;187;179
0.347;0.246;-738;696;7.41;9.63
0.793;0.513;-546;652;1.38;21.6
0.463;0.213;-456;628;1.27;3.11
1.01;0.161;-570;650;455;18.7
1.02;0.115;-549;690;665;39.1
1.13;0.018;-562;732;281;98.3
1;0.132;-558;669;874;33.6
1.09;0.138;-568;711;560;58.4
1.09;0.14;-562;706;742;78.1
1.09;0.134;-564;715;464;48.9
0.303;0.564;-677;595;56.2;5.88
0.0576;0.218;-659;597;22.9;107
0.207;0.167;-742;797;8.82;10.9
0.383;0.118;-713;894;4.84;21.2
0.677;0.199;-621;645;365;17
0.927;0.193;-577;689;36.3;7.96
0.572;0.0855;-551;684;1.55;12.2
0.165;0.113;-721;718;15.9;22.2
1.31;2.45;-557;526;0.77;5.23
1.58;1.46;-598;447;0.697;0.728
0.312;0.217;-736;782;7.83;87
0.147;1.46;-691;521;33.3;2.19
0.868;0.0316;-419;827;0.569;22.5
0.997;0.151;-532;743;39300;11.5
0.219;0.138;-630;646;5.33;61.1
0.664;0.5;-300;448;294;103
0.406;0.164;-630;722;3.96;12.1
0.844;0.431;-570;605;1.27;6.54
1.28;1.46;-523;524;0.747;0.588
0.823;0.0231;-436;755;0.653;173
0.239;0.184;-749;708;21.8;11.8
0.933;0.0288;-421;780;0.536;24
0.87;0.0204;-421;726;0.573;70.7
0.909;0.0222;-424;824;0.559;57.9
0.892;0.0219;-414;771;0.541;22.2
0.9;0.0237;-413;792;0.538;44
0.884;0.0208;-412;761;0.542;24.3
0.882;0.0432;-412;746;0.543;46.4
0.824;0.0819;-430;709;0.636;14.7
0.886;0.054;-407;710;0.529;47.4
0.297;0.134;-724;767;6.19;268
0.507;1.27;-619;573;3.34;2520
0.978;0.403;-376;747;0.418;21.8
1.11;0.386;-403;621;0.719;1.2
0.842;0.185;-399;708;0.553;2.96
1.7;0.456;-471;618;1.71;1.98
0.0976;0.111;-766;776;36;36.8
0.407;0.481;-651;615;3.96;2.8
0.38;0.279;-806;758;17;6.73
1.1;0.174;-357;584;0.325;2.27
0.193;0.359;-713;684;33.4;34.6
0.237;0.328;-673;684;23.1;36.7
0.682;0.265;-585;639;1.75;5.41
2.58;1.28;-548;565;1.72;1.55
0.563;0.327;-603;623;1.92;3.25
0.256;0.632;-743;612;9.24;3.23
0.858;0.106;-420;737;0.609;4.97
0.912;0.0159;-405;784;0.508;34.3
0.88;0.011;-418;791;0.563;80.6
0.967;0.212;-374;650;0.409;2.71
0.902;0.167;-413;630;0.533;5.3
0.9;0.0358;-387;760;0.473;29.7
0.856;0.38;-540;635;1.14;2.17
0.497;1.48;-614;564;4.08;1520
0.491;0.133;-572;649;5.56;42.6
2.21;3.22;-490;344;0.306;0.211
0.799;0.00517;-463;798;0.969;150
1.09;0.202;-280;719;0.205;2.24
2.3;1.46;-497;600;0.33;2.46
0.712;0.673;-539;569;4.08;15
1.16;0.193;-601;697;0.969;13
0.909;0.115;-398;745;0.492;3.88
1.34;0.249;-617;723;0.81;5.22
0.45;0.423;-666;656;3.13;3.1
0.972;0.125;-376;716;0.409;3.22
0.855;0.268;-633;747;1.39;4.22
0.925;0.129;-410;667;0.515;4
0.903;0.125;-409;730;0.556;21.7
0.184;0.085;-709;745;12.7;21.8
0.773;0.102;-442;767;0.74;6.44
0.215;0.179;-732;731;41;12.3
0.099;0.0321;-793;790;84.4;68.6
0.406;0.314;-766;773;7.37;5.56
0.826;0.0757;-606;908;1.25;13.7
1.01;0.597;-606;712;1.04;8.09
0.989;0.24;-366;784;0.386;5.52
1.51;0.874;-539;587;0.575;2.05
0.667;0.0701;-596;803;47.3;14.6
0.15;0.12;-757;716;491;37.3
0.431;0.555;-652;596;2.86;3.01
0.743;0.284;-582;637;1.42;3.37
0.235;0.164;-675;727;11.9;184
0.0164;0.0358;-745;710;110;73.8
0.424;0.242;-733;700;3.64;6.77
0.99;0.0773;-401;715;0.461;38.8
0.834;0.0175;-420;864;0.596;31.5
0.469;0.11;-616;720;2.5;17.9
0.916;0.163;-429;652;0.565;3.87
0.855;0.0223;-420;855;0.581;25
0.944;0.117;-395;728;0.466;44
0.229;0.111;-656;711;41.8;46.8
0.87;0.0839;-414;728;0.556;28.4
0.885;0.0567;-405;805;0.523;12.8
1.42;0.781;-551;614;0.624;1.56
0.878;0.13;-402;702;0.52;19.4
0.328;0.833;-691;548;5.92;1.63
0.983;0.574;-538;663;928;262
0.918;0.00626;-372;878;0.426;63.1
0.896;0.0287;-411;735;0.576;10600
0.973;0.0374;-384;810;0.429;26.1
1.06;0.049;-398;740;0.425;20.5
0.92;0.23;-404;746;0.501;2.14
0.685;0.0857;-507;686;1.06;62.9
0.904;0.0658;-398;763;0.494;8.38
0.419;0.489;-657;623;3.05;3.85
0.249;0.0464;-722;826;1320;324
0.748;0.433;-586;655;5.77;2.52
0.504;0.207;-591;704;3.16;8.69
0.674;0.354;-615;662;4.21;4.42
0.376;0.0154;-568;686;44.2;73.5
0.601;0.0854;-533;711;11.4;27.5
1.64;0.707;-530;562;3880;804
0.693;0.461;-626;741;105;260
1.02;0.222;-351;762;0.34;1.57
0.995;0.154;-361;738;0.37;2.54
1.09;0.115;-287;801;0.213;2.02
0.763;0.799;-595;571;1.58;2.77
1;0.033;-407;787;0.622;292
0.828;0.304;-615;671;2.21;4.83
0.823;0.0515;-451;695;0.985;6560
0.214;0.137;-645;729;12.7;19.5
0.0687;0.0624;-712;651;23.5;40.4
0.513;0.301;-583;607;3.49;35.8
0.701;0.258;-627;662;2.68;7.66
0.282;0.312;-607;658;5.93;7.73
0.582;0.386;-582;629;2.3;4.53
0.205;0.413;-673;644;9.23;3.85
0.811;0.241;-432;688;0.712;2.76
1.04;0.145;-529;726;1.21;6.04
0.188;0.0336;-732;716;8.12;56.7
0.232;0.172;-728;752;9.59;38.3
0.0293;0.0448;-818;712;64.4;42
1.67;0.325;-532;692;0.783;3.3
1.57;0.249;-500;667;4630;65.3
0.281;0.306;-735;682;5.43;5.38
1.27;0.265;-428;702;0.408;1.96
0.0757;0.0844;-667;686;25.1;22.4
0.207;0.237;-612;625;5.21;6.34
0.0726;0.653;-731;609;50.7;95.7
0.694;0.183;-473;641;1.06;470
0.0689;0.258;-769;613;25.2;14.9
1.32;0.306;-587;694;4.66;11.2
0.189;0.0382;-687;742;76.9;44.6
1.07;0.268;-537;644;1.41;6.2
0.442;0.21;-675;674;3.21;7.13
1.04;0.318;-284;493;0.22;1.73
1.02;0.14;-326;631;0.297;2.41
0.721;0.26;-622;764;29.4;4.29
0.326;0.725;-739;646;4.73;2.59
0.69;0.952;-577;540;2.43;2.56
0.165;0.553;-728;697;9.53;123
0.197;0.00653;-705;758;7.77;486
0.0435;0.0892;-722;676;57.7;26.1
0.82;1.15;-629;601;1.36;0.972
0.915;1.31;-616;576;1.17;0.818
0.734;0.269;-708;754;10.5;21.9
0.899;0.089;-638;786;5.19;26.5
0.965;0.11;-636;767;1.75;47
0.81;1.38;-530;511;3.11;6.18
0.776;0.692;-523;598;3.09;2.49
0.812;0.373;-648;743;1.53;3.28
1.25;0.941;-426;475;1.15;0.621
1.17;0.369;-617;749;14.1;3.12
1.88;0.139;-643;780;0.668;14.2
1.66;0.295;-628;714;0.727;11.9
0.0681;0.233;-811;728;32.2;8.81
0.33;0.0617;-669;768;504;551
1.13;0.833;-635;721;652;2840
0.0012;0.0977;-641;716;12100;16.6
0.593;0.501;-686;696;3.98;2.86
1.2;0.278;-605;690;68.9;14.2
0.065;0.0265;-734;764;36.4;108
1.65;0.703;-431;631;0.317;0.745
0.0606;0.0641;-701;733;23.9;54.5
0.0143;0.106;-834;778;208;31.8
0.0858;0.0503;-710;716;20.3;34.9
0.207;0.0571;-661;702;6.63;29.4
0.505;0.0758;-680;724;557;26.3
0.994;0.355;-570;688;10;2.77
0.0732;0.0854;-751;845;27.8;1730
0.00614;0.0203;-692;726;440;82.8
0.703;0.0891;-601;739;2.03;31.8
0.863;0.368;-413;543;0.557;1.84
0.85;0.135;-420;734;0.588;110
0.438;0.619;-600;610;2.5;1.69
0.681;0.0475;-472;628;1.01;24.3
0.185;0.00804;-647;844;7.87;171
0.96;0.283;-346;647;0.352;2.31
0.177;0.175;-583;590;12.2;6.17
0.178;0.124;-722;694;26.1;25.2
0.253;0.532;-687;741;21.7;38.5
1.26;0.364;-479;715;0.608;2.8
0.837;0.5;-567;709;1.08;1.81
1.04;0.542;-386;603;0.404;0.897
0.486;0.252;-612;652;4.69;5.48
0.492;0.503;-667;693;13;5.13
0.256;0.285;-678;673;7.91;5.39
0.535;0.268;-595;704;5.1;80.8
